Date,FlightNum,FuelCost
7/12/13,H14410,762.17
7/12/13,FXT4386,762.17
7/12/13,A12386,762.17
7/12/13,BAV1212,1152.15
7/12/13,SEJ74,996.39
7/12/13,OMA312,18207.06
7/12/13,BTK6872,633.63
7/12/13,SJV874,633.63
7/12/13,CHB6419,4004.29
7/12/13,CHB6325,1586.62
7/12/13,CXA8642,1808.07
7/12/13,CSN6359,4010.43
7/12/13,CHB6319,2092.7
7/12/13,CSN3839,2034.27
7/12/13,CHB6223,4071.84
7/12/13,LKE9638,4004.29
7/12/13,CSZ9727,1903.62
7/12/13,CES5830,3336.96
7/12/13,CQH6292,2344.25
7/12/13,CGH1039,2258.24
7/12/13,CSN6593,1297.89
7/12/13,CSZ9333,2064.15
7/12/13,CSN8537,2184.92
7/12/13,CCA8302,2401.9
7/12/13,CSN8415,2950.93
7/12/13,CSN5139,2950.93
7/12/13,EPA6306,1487.04
7/12/13,LKE9525,2234.72
7/12/13,CHH7032,1903.62
7/12/13,CHH7686,2190.47
7/12/13,CSH9566,2401.9
7/12/13,CSN6726,1903.62
7/12/13,CAO8435,63448.53
7/12/13,SJV875,633.63
7/12/13,WON1749,912.17
7/12/13,SJY83,633.63
7/12/13,SJV923,633.63
7/12/13,LNI347,633.63
7/12/13,AYY108,7366.55
7/12/13,CJT956,59325.16
7/12/13,EWG844,3001.97
7/12/13,RYR2813,2066.46
7/12/13,EWG32,1167.77
7/12/13,RYR8804,7015.72
7/12/13,EWG756,2901.69
7/12/13,AUA8918,2901.69
7/12/13,EWG824,1604.7
7/12/13,RYR1404,4023.93
7/12/13,EWG,1962.15
7/12/13,EWG26,1962.15
7/12/13,EWG12,1938.91
7/12/13,ABR257,3010.75
7/12/13,VLG6228,4590.33
7/12/13,QTR5534,4590.33
7/12/13,IBE5630,4590.33
7/11/14,UBE401,3856.75
7/11/14,UBE331,5914.61
7/11/14,ANA1087,1866.19
7/11/14,RYR8552,3206.47
7/11/14,MAS3633,235.49
7/11/14,AUA914,1508.65
7/11/14,LOT4062,1508.65
7/11/14,DLH7344,1508.65
7/11/14,AFR1267,2873.55
7/11/14,CES1698,2873.55
7/11/14,KQA3807,2873.55
7/11/14,KLM2125,2873.55
7/11/14,GLO5159,2873.55
7/11/14,DAL8565,2873.55
7/11/14,VLG1502,2875.07
7/11/14,IBE5088,2875.07
7/11/14,KLM1638,3021.19
7/11/14,CES1823,3021.19
7/11/14,CXA9676,3021.19
7/11/14,KQA1638,3021.19
7/11/14,GLO5577,3021.19
7/11/14,DAL9478,3021.19
7/11/14,CSN1360,3021.19
7/11/14,DLA8861,1902.75
7/11/14,UAL9693,1902.75
7/11/14,ANA6879,1902.75
7/11/14,DLH9497,1902.75
7/11/14,ACA7375,1902.75
7/11/14,UIA8701,249.73
7/11/14,MDA348,249.73
7/11/14,MDA370,590.27
7/11/14,MDA784,300.18
7/11/14,UIA8995,380.86
7/11/14,UIA8636,300.18
7/11/14,UIA8698,249.73
7/11/14,MDA368,590.27
7/11/14,FDX1283,1050.1
7/11/14,SNJ127,2680.4
7/11/14,ANA2527,2680.4
7/11/14,CLG291,1879.21
7/11/14,H14410,734.37
7/11/14,FXT4386,734.37
7/11/14,A12386,734.37
7/11/14,BAV1212,1110.12
7/11/14,SEJ74,960.05
7/11/14,OMA312,17542.93
7/11/14,BTK6872,610.52
7/11/14,SJV874,610.52
7/11/14,CHB6419,3858.23
7/11/14,CHB6325,1528.75
7/11/14,CXA8642,1742.11
7/11/14,CSN6359,3864.15
7/11/14,CHB6319,2016.37
7/11/14,CSN3839,1960.07
7/11/14,CHB6223,3923.32
7/11/14,LKE9638,3858.23
7/11/14,CSZ9727,1834.18
7/11/14,CES5830,3215.24
7/11/14,CQH6292,2258.74
7/11/14,CGH1039,2175.87
7/11/14,CSN6593,1250.55
7/11/14,CSZ9333,1988.86
7/11/14,CSN8537,2105.22
7/11/14,CCA8302,2314.29
7/11/14,CSN8415,2843.29
7/11/14,CSN5139,2843.29
7/11/14,EPA6306,1432.79
7/11/14,LKE9525,2153.21
7/11/14,CHH7032,1834.18
7/11/14,CHH7686,2110.57
7/11/14,CSH9566,2314.29
7/11/14,CSN6726,1834.18
7/11/14,CAO8435,61134.16
7/11/14,SJV875,610.52
7/11/14,WON1749,878.9
7/11/14,SJY83,610.52
7/11/14,SJV923,610.52
7/11/14,LNI347,610.52
7/11/14,AYY108,7097.84
7/11/14,CJT956,57161.2
7/11/14,EWG844,2892.47
7/11/14,RYR2813,1991.08
7/11/14,EWG32,1125.18
7/11/14,RYR8804,6759.81
7/11/14,EWG756,2795.85
7/11/14,AUA8918,2795.85
7/11/14,EWG824,1546.17
7/11/14,RYR1404,3877.15
7/11/14,EWG,1890.57
7/11/14,EWG26,1890.57
7/11/14,EWG12,1868.19
7/11/14,ABR257,2900.93
7/11/14,VLG6228,4422.89
7/11/14,QTR5534,4422.89
7/11/14,IBE5630,4422.89
7/10/15,UBE401,2159.78
7/10/15,UBE331,3312.18
7/10/15,ANA1087,1045.07
7/10/15,RYR8552,1795.63
7/10/15,MAS3633,131.87
7/10/15,AUA914,844.85
7/10/15,LOT4062,844.85
7/10/15,DLH7344,844.85
7/10/15,AFR1267,1609.19
7/10/15,CES1698,1609.19
7/10/15,KQA3807,1609.19
7/10/15,KLM2125,1609.19
7/10/15,GLO5159,1609.19
7/10/15,DAL8565,1609.19
7/10/15,VLG1502,1610.04
7/10/15,IBE5088,1610.04
7/10/15,KLM1638,1691.86
7/10/15,CES1823,1691.86
7/10/15,CXA9676,1691.86
7/10/15,KQA1638,1691.86
7/10/15,GLO5577,1691.86
7/10/15,DAL9478,1691.86
7/10/15,CSN1360,1691.86
7/10/15,DLA8861,1065.54
7/10/15,UAL9693,1065.54
7/10/15,ANA6879,1065.54
7/10/15,DLH9497,1065.54
7/10/15,ACA7375,1065.54
7/10/15,UIA8701,139.85
7/10/15,MDA348,139.85
7/10/15,MDA370,330.55
7/10/15,MDA784,168.1
7/10/15,UIA8995,213.28
7/10/15,UIA8636,168.1
7/10/15,UIA8698,139.85
7/10/15,MDA368,330.55
7/10/15,FDX1283,588.06
7/10/15,SNJ127,1501.03
7/10/15,ANA2527,1501.03
7/10/15,CLG291,1052.36
7/10/15,H14410,411.25
7/10/15,FXT4386,411.25
7/10/15,A12386,411.25
7/10/15,BAV1212,621.67
7/10/15,SEJ74,537.63
7/10/15,OMA312,9824.04
7/10/15,BTK6872,341.89
7/10/15,SJV874,341.89
7/10/15,CHB6419,2160.61
7/10/15,CHB6325,856.1
7/10/15,CXA8642,975.58
7/10/15,CSN6359,2163.92
7/10/15,CHB6319,1129.17
7/10/15,CSN3839,1097.64
7/10/15,CHB6223,2197.06
7/10/15,LKE9638,2160.61
7/10/15,CSZ9727,1027.14
7/10/15,CES5830,1800.53
7/10/15,CQH6292,1264.9
7/10/15,CGH1039,1218.49
7/10/15,CSN6593,700.31
7/10/15,CSZ9333,1113.76
7/10/15,CSN8537,1178.92
7/10/15,CCA8302,1296
7/10/15,CSN8415,1592.24
7/10/15,CSN5139,1592.24
7/10/15,EPA6306,802.36
7/10/15,LKE9525,1205.8
7/10/15,CHH7032,1027.14
7/10/15,CHH7686,1181.92
7/10/15,CSH9566,1296
7/10/15,CSN6726,1027.14
7/10/15,CAO8435,34235.13
7/10/15,SJV875,341.89
7/10/15,WON1749,492.18
7/10/15,SJY83,341.89
7/10/15,SJV923,341.89
7/10/15,LNI347,341.89
7/10/15,AYY108,3974.79
7/10/15,CJT956,32010.27
7/10/15,EWG844,1619.78
7/10/15,RYR2813,1115.01
7/10/15,EWG32,630.1
7/10/15,RYR8804,3785.49
7/10/15,EWG756,1565.68
7/10/15,AUA8918,1565.68
7/10/15,EWG824,865.85
7/10/15,RYR1404,2171.2
7/10/15,EWG,1058.72
7/10/15,EWG26,1058.72
7/10/15,EWG12,1046.19
7/10/15,ABR257,1624.52
7/10/15,VLG6228,2476.82
7/10/15,QTR5534,2476.82
7/10/15,IBE5630,2476.82
7/8/16,UBE401,1793.39
7/8/16,UBE331,2750.29
7/8/16,ANA1087,867.78
7/8/16,RYR8552,1491.01
7/8/16,MAS3633,109.5
7/8/16,AUA914,701.52
7/8/16,LOT4062,701.52
7/8/16,DLH7344,701.52
7/8/16,AFR1267,1336.2
7/8/16,CES1698,1336.2
7/8/16,KQA3807,1336.2
7/8/16,KLM2125,1336.2
7/8/16,GLO5159,1336.2
7/8/16,DAL8565,1336.2
7/8/16,VLG1502,1336.91
7/8/16,IBE5088,1336.91
7/8/16,KLM1638,1404.85
7/8/16,CES1823,1404.85
7/8/16,CXA9676,1404.85
7/8/16,KQA1638,1404.85
7/8/16,GLO5577,1404.85
7/8/16,DAL9478,1404.85
7/8/16,CSN1360,1404.85
7/8/16,DLA8861,884.78
7/8/16,UAL9693,884.78
7/8/16,ANA6879,884.78
7/8/16,DLH9497,884.78
7/8/16,ACA7375,884.78
7/8/16,UIA8701,116.12
7/8/16,MDA348,116.12
7/8/16,MDA370,274.48
7/8/16,MDA784,139.58
7/8/16,UIA8995,177.1
7/8/16,UIA8636,139.58
7/8/16,UIA8698,116.12
7/8/16,MDA368,274.48
7/8/16,FDX1283,488.3
7/8/16,SNJ127,1246.39
7/8/16,ANA2527,1246.39
7/8/16,CLG291,873.83
7/8/16,H14410,341.48
7/8/16,FXT4386,341.48
7/8/16,A12386,341.48
7/8/16,BAV1212,516.21
7/8/16,SEJ74,446.42
7/8/16,OMA312,8157.46
7/8/16,BTK6872,283.89
7/8/16,SJV874,283.89
7/8/16,CHB6419,1794.08
7/8/16,CHB6325,710.87
7/8/16,CXA8642,810.08
7/8/16,CSN6359,1796.83
7/8/16,CHB6319,937.61
7/8/16,CSN3839,911.43
7/8/16,CHB6223,1824.34
7/8/16,LKE9638,1794.08
7/8/16,CSZ9727,852.89
7/8/16,CES5830,1495.08
7/8/16,CQH6292,1050.32
7/8/16,CGH1039,1011.78
7/8/16,CSN6593,581.51
7/8/16,CSZ9333,924.82
7/8/16,CSN8537,978.93
7/8/16,CCA8302,1076.14
7/8/16,CSN8415,1322.13
7/8/16,CSN5139,1322.13
7/8/16,EPA6306,666.25
7/8/16,LKE9525,1001.24
7/8/16,CHH7032,852.89
7/8/16,CHH7686,981.41
7/8/16,CSH9566,1076.14
7/8/16,CSN6726,852.89
7/8/16,CAO8435,28427.39
7/8/16,SJV875,283.89
7/8/16,WON1749,408.69
7/8/16,SJY83,283.89
7/8/16,SJV923,283.89
7/8/16,LNI347,283.89
7/8/16,AYY108,3300.5
7/8/16,CJT956,26579.96
7/8/16,EWG844,1345
7/8/16,RYR2813,925.85
7/8/16,EWG32,523.21
7/8/16,RYR8804,3143.31
7/8/16,EWG756,1300.07
7/8/16,AUA8918,1300.07
7/8/16,EWG824,718.97
7/8/16,RYR1404,1802.87
7/8/16,EWG,879.12
7/8/16,EWG26,879.12
7/8/16,EWG12,868.71
7/8/16,ABR257,1348.93
7/8/16,VLG6228,2056.65
7/8/16,QTR5534,2056.65
7/8/16,IBE5630,2056.65
7/7/17,UBE401,1829.2
7/7/17,UBE331,2805.22
7/7/17,ANA1087,885.11
7/7/17,RYR8552,1520.79
7/7/17,MAS3633,111.69
7/7/17,AUA914,715.53
7/7/17,LOT4062,715.53
7/7/17,DLH7344,715.53
7/7/17,AFR1267,1362.88
7/7/17,CES1698,1362.88
7/7/17,KQA3807,1362.88
7/7/17,KLM2125,1362.88
7/7/17,GLO5159,1362.88
7/7/17,DAL8565,1362.88
7/7/17,VLG1502,1363.6
7/7/17,IBE5088,1363.6
7/7/17,KLM1638,1432.91
7/7/17,CES1823,1432.91
7/7/17,CXA9676,1432.91
7/7/17,KQA1638,1432.91
7/7/17,GLO5577,1432.91
7/7/17,DAL9478,1432.91
7/7/17,CSN1360,1432.91
7/7/17,DLA8861,902.45
7/7/17,UAL9693,902.45
7/7/17,ANA6879,902.45
7/7/17,DLH9497,902.45
7/7/17,ACA7375,902.45
7/7/17,UIA8701,118.44
7/7/17,MDA348,118.44
7/7/17,MDA370,279.96
7/7/17,MDA784,142.37
7/7/17,UIA8995,180.64
7/7/17,UIA8636,142.37
7/7/17,UIA8698,118.44
7/7/17,MDA368,279.96
7/7/17,FDX1283,498.05
7/7/17,SNJ127,1271.28
7/7/17,ANA2527,1271.28
7/7/17,CLG291,891.28
7/7/17,H14410,348.3
7/7/17,FXT4386,348.3
7/7/17,A12386,348.3
7/7/17,BAV1212,526.51
7/7/17,SEJ74,455.34
7/7/17,OMA312,8320.36
7/7/17,BTK6872,289.56
7/7/17,SJV874,289.56
7/7/17,CHB6419,1829.9
7/7/17,CHB6325,725.06
7/7/17,CXA8642,826.26
7/7/17,CSN6359,1832.71
7/7/17,CHB6319,956.33
7/7/17,CSN3839,929.63
7/7/17,CHB6223,1860.77
7/7/17,LKE9638,1829.9
7/7/17,CSZ9727,869.93
7/7/17,CES5830,1524.94
7/7/17,CQH6292,1071.29
7/7/17,CGH1039,1031.99
7/7/17,CSN6593,593.12
7/7/17,CSZ9333,943.29
7/7/17,CSN8537,998.48
7/7/17,CCA8302,1097.63
7/7/17,CSN8415,1348.53
7/7/17,CSN5139,1348.53
7/7/17,EPA6306,679.55
7/7/17,LKE9525,1021.24
7/7/17,CHH7032,869.93
7/7/17,CHH7686,1001.01
7/7/17,CSH9566,1097.63
7/7/17,CSN6726,869.93
7/7/17,CAO8435,28995.06
7/7/17,SJV875,289.56
7/7/17,WON1749,416.85
7/7/17,SJY83,289.56
7/7/17,SJV923,289.56
7/7/17,LNI347,289.56
7/7/17,AYY108,3366.41
7/7/17,CJT956,27110.74
7/7/17,EWG844,1371.86
7/7/17,RYR2813,944.34
7/7/17,EWG32,533.66
7/7/17,RYR8804,3206.08
7/7/17,EWG756,1326.03
7/7/17,AUA8918,1326.03
7/7/17,EWG824,733.32
7/7/17,RYR1404,1838.88
7/7/17,EWG,896.67
7/7/17,EWG26,896.67
7/7/17,EWG12,886.05
7/7/17,ABR257,1375.87
7/7/17,VLG6228,2097.71
7/7/17,QTR5534,2097.71
7/7/17,IBE5630,2097.71
7/13/18,UBE401,2876.03
7/13/18,UBE331,4410.61
7/13/18,ANA1087,1391.65
7/13/18,RYR8552,2391.11
7/13/18,MAS3633,175.6
7/13/18,AUA914,1125.02
7/13/18,LOT4062,1125.02
7/13/18,DLH7344,1125.02
7/13/18,AFR1267,2142.85
7/13/18,CES1698,2142.85
7/13/18,KQA3807,2142.85
7/13/18,KLM2125,2142.85
7/13/18,GLO5159,2142.85
7/13/18,DAL8565,2142.85
7/13/18,VLG1502,2143.98
7/13/18,IBE5088,2143.98
7/13/18,KLM1638,2252.94
7/13/18,CES1823,2252.94
7/13/18,CXA9676,2252.94
7/13/18,KQA1638,2252.94
7/13/18,GLO5577,2252.94
7/13/18,DAL9478,2252.94
7/13/18,CSN1360,2252.94
7/13/18,DLA8861,1418.91
7/13/18,UAL9693,1418.91
7/13/18,ANA6879,1418.91
7/13/18,DLH9497,1418.91
7/13/18,ACA7375,1418.91
7/13/18,UIA8701,186.23
7/13/18,MDA348,186.23
7/13/18,MDA370,440.17
7/13/18,MDA784,223.85
7/13/18,UIA8995,284.01
7/13/18,UIA8636,223.85
7/13/18,UIA8698,186.23
7/13/18,MDA368,440.17
7/13/18,FDX1283,783.08
7/13/18,SNJ127,1998.82
7/13/18,ANA2527,1998.82
7/13/18,CLG291,1401.35
7/13/18,H14410,547.63
7/13/18,FXT4386,547.63
7/13/18,A12386,547.63
7/13/18,BAV1212,827.83
7/13/18,SEJ74,715.92
7/13/18,OMA312,13082.01
7/13/18,BTK6872,455.27
7/13/18,SJV874,455.27
7/13/18,CHB6419,2877.13
7/13/18,CHB6325,1140.01
7/13/18,CXA8642,1299.12
7/13/18,CSN6359,2881.55
7/13/18,CHB6319,1503.63
7/13/18,CSN3839,1461.65
7/13/18,CHB6223,2925.67
7/13/18,LKE9638,2877.13
7/13/18,CSZ9727,1367.77
7/13/18,CES5830,2397.65
7/13/18,CQH6292,1684.38
7/13/18,CGH1039,1622.58
7/13/18,CSN6593,932.55
7/13/18,CSZ9333,1483.12
7/13/18,CSN8537,1569.89
7/13/18,CCA8302,1725.8
7/13/18,CSN8415,2120.28
7/13/18,CSN5139,2120.28
7/13/18,EPA6306,1068.45
7/13/18,LKE9525,1605.68
7/13/18,CHH7032,1367.77
7/13/18,CHH7686,1573.88
7/13/18,CSH9566,1725.8
7/13/18,CSN6726,1367.77
7/13/18,CAO8435,45588.62
7/13/18,SJV875,455.27
7/13/18,WON1749,655.41
7/13/18,SJY83,455.27
7/13/18,SJV923,455.27
7/13/18,LNI347,455.27
7/13/18,AYY108,5292.96
7/13/18,CJT956,42625.93
7/13/18,EWG844,2156.95
7/13/18,RYR2813,1484.78
7/13/18,EWG32,839.06
7/13/18,RYR8804,5040.89
7/13/18,EWG756,2084.91
7/13/18,AUA8918,2084.91
7/13/18,EWG824,1153
7/13/18,RYR1404,2891.24
7/13/18,EWG,1409.83
7/13/18,EWG26,1409.83
7/13/18,EWG12,1393.13
7/13/18,ABR257,2163.27
7/13/18,VLG6228,3298.21
7/13/18,QTR5534,3298.21
7/13/18,IBE5630,3298.21
7/12/19,UBE401,2756.2
7/12/19,UBE331,4226.84
7/12/19,ANA1087,1333.66
7/12/19,RYR8552,2291.48
7/12/19,MAS3633,168.29
7/12/19,AUA914,1078.15
7/12/19,LOT4062,1078.15
7/12/19,DLH7344,1078.15
7/12/19,AFR1267,2053.56
7/12/19,CES1698,2053.56
7/12/19,KQA3807,2053.56
7/12/19,KLM2125,2053.56
7/12/19,GLO5159,2053.56
7/12/19,DAL8565,2053.56
7/12/19,VLG1502,2054.65
7/12/19,IBE5088,2054.65
7/12/19,KLM1638,2159.07
7/12/19,CES1823,2159.07
7/12/19,CXA9676,2159.07
7/12/19,KQA1638,2159.07
7/12/19,GLO5577,2159.07
7/12/19,DAL9478,2159.07
7/12/19,CSN1360,2159.07
7/12/19,DLA8861,1359.79
7/12/19,UAL9693,1359.79
7/12/19,ANA6879,1359.79
7/12/19,DLH9497,1359.79
7/12/19,ACA7375,1359.79
7/12/19,UIA8701,178.47
7/12/19,MDA348,178.47
7/12/19,MDA370,421.83
7/12/19,MDA784,214.52
7/12/19,UIA8995,272.18
7/12/19,UIA8636,214.52
7/12/19,UIA8698,178.47
7/12/19,MDA368,421.83
7/12/19,FDX1283,750.45
7/12/19,SNJ127,1915.53
7/12/19,ANA2527,1915.53
7/12/19,CLG291,1342.97
7/12/19,H14410,524.81
7/12/19,FXT4386,524.81
7/12/19,A12386,524.81
7/12/19,BAV1212,793.34
7/12/19,SEJ74,686.09
7/12/19,OMA312,12536.93
7/12/19,BTK6872,436.3
7/12/19,SJV874,436.3
7/12/19,CHB6419,2757.25
7/12/19,CHB6325,1092.51
7/12/19,CXA8642,1244.99
7/12/19,CSN6359,2761.49
7/12/19,CHB6319,1440.98
7/12/19,CSN3839,1400.75
7/12/19,CHB6223,2803.77
7/12/19,LKE9638,2757.25
7/12/19,CSZ9727,1310.78
7/12/19,CES5830,2297.75
7/12/19,CQH6292,1614.2
7/12/19,CGH1039,1554.97
7/12/19,CSN6593,893.7
7/12/19,CSZ9333,1421.32
7/12/19,CSN8537,1504.48
7/12/19,CCA8302,1653.89
7/12/19,CSN8415,2031.94
7/12/19,CSN5139,2031.94
7/12/19,EPA6306,1023.94
7/12/19,LKE9525,1538.77
7/12/19,CHH7032,1310.78
7/12/19,CHH7686,1508.3
7/12/19,CSH9566,1653.89
7/12/19,CSN6726,1310.78
7/12/19,CAO8435,43689.09
7/12/19,SJV875,436.3
7/12/19,WON1749,628.1
7/12/19,SJY83,436.3
7/12/19,SJV923,436.3
7/12/19,LNI347,436.3
7/12/19,AYY108,5072.42
7/12/19,CJT956,40849.85
7/12/19,EWG844,2067.08
7/12/19,RYR2813,1422.91
7/12/19,EWG32,804.1
7/12/19,RYR8804,4830.85
7/12/19,EWG756,1998.03
7/12/19,AUA8918,1998.03
7/12/19,EWG824,1104.96
7/12/19,RYR1404,2770.78
7/12/19,EWG,1351.09
7/12/19,EWG26,1351.09
7/12/19,EWG12,1335.09
7/12/19,ABR257,2073.13
7/12/19,VLG6228,3160.79
7/12/19,QTR5534,3160.79
7/12/19,IBE5630,3160.79
7/10/20,UBE401,1502.75
7/10/20,UBE331,2304.59
7/10/20,ANA1087,727.15
7/10/20,RYR8552,1249.38
7/10/20,MAS3633,91.76
7/10/20,AUA914,587.84
7/10/20,LOT4062,587.84
7/10/20,DLH7344,587.84
7/10/20,AFR1267,1119.66
7/10/20,CES1698,1119.66
7/10/20,KQA3807,1119.66
7/10/20,KLM2125,1119.66
7/10/20,GLO5159,1119.66
7/10/20,DAL8565,1119.66
7/10/20,VLG1502,1120.25
7/10/20,IBE5088,1120.25
7/10/20,KLM1638,1177.18
7/10/20,CES1823,1177.18
7/10/20,CXA9676,1177.18
7/10/20,KQA1638,1177.18
7/10/20,GLO5577,1177.18
7/10/20,DAL9478,1177.18
7/10/20,CSN1360,1177.18
7/10/20,DLA8861,741.39
7/10/20,UAL9693,741.39
7/10/20,ANA6879,741.39
7/10/20,DLH9497,741.39
7/10/20,ACA7375,741.39
7/10/20,UIA8701,97.31
7/10/20,MDA348,97.31
7/10/20,MDA370,229.99
7/10/20,MDA784,116.96
7/10/20,UIA8995,148.4
7/10/20,UIA8636,116.96
7/10/20,UIA8698,97.31
7/10/20,MDA368,229.99
7/10/20,FDX1283,409.16
7/10/20,SNJ127,1044.4
7/10/20,ANA2527,1044.4
7/10/20,CLG291,732.22
7/10/20,H14410,286.14
7/10/20,FXT4386,286.14
7/10/20,A12386,286.14
7/10/20,BAV1212,432.55
7/10/20,SEJ74,374.07
7/10/20,OMA312,6835.48
7/10/20,BTK6872,237.88
7/10/20,SJV874,237.88
7/10/20,CHB6419,1503.33
7/10/20,CHB6325,595.67
7/10/20,CXA8642,678.8
7/10/20,CSN6359,1505.64
7/10/20,CHB6319,785.66
7/10/20,CSN3839,763.73
7/10/20,CHB6223,1528.69
7/10/20,LKE9638,1503.33
7/10/20,CSZ9727,714.68
7/10/20,CES5830,1252.79
7/10/20,CQH6292,880.1
7/10/20,CGH1039,847.81
7/10/20,CSN6593,487.27
7/10/20,CSZ9333,774.94
7/10/20,CSN8537,820.28
7/10/20,CCA8302,901.74
7/10/20,CSN8415,1107.87
7/10/20,CSN5139,1107.87
7/10/20,EPA6306,558.28
7/10/20,LKE9525,838.98
7/10/20,CHH7032,714.68
7/10/20,CHH7686,822.37
7/10/20,CSH9566,901.74
7/10/20,CSN6726,714.68
7/10/20,CAO8435,23820.49
7/10/20,SJV875,237.88
7/10/20,WON1749,342.46
7/10/20,SJY83,237.88
7/10/20,SJV923,237.88
7/10/20,LNI347,237.88
7/10/20,AYY108,2765.62
7/10/20,CJT956,22272.45
7/10/20,EWG844,1127.03
7/10/20,RYR2813,775.81
7/10/20,EWG32,438.42
7/10/20,RYR8804,2633.91
7/10/20,EWG756,1089.38
7/10/20,AUA8918,1089.38
7/10/20,EWG824,602.45
7/10/20,RYR1404,1510.7
7/10/20,EWG,736.65
7/10/20,EWG26,736.65
7/10/20,EWG12,727.93
7/10/20,ABR257,1130.33
7/10/20,VLG6228,1723.35
7/10/20,QTR5534,1723.35
7/10/20,IBE5630,1723.35
